ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,month,day_of_week_original_Monday,day_of_week_original_Saturday,day_of_week_original_Sunday,day_of_week_original_Thursday,day_of_week_original_Tuesday,day_of_week_original_Wednesday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,day_of_week_original_Monday,day_of_week_original_Saturday,day_of_week_original_Sunday,day_of_week_original_Thursday,day_of_week_original_Tuesday,day_of_week_original_Wednesday,day_of_week_original_Monday,day_of_week_original_Saturday,day_of_week_original_Sunday,day_of_week_original_Thursday,day_of_week_original_Tuesday,day_of_week_original_Wednesday,day_of_week_original_Monday,day_of_week_original_Saturday,day_of_week_original_Sunday,day_of_week_original_Thursday,day_of_week_original_Tuesday,day_of_week_original_Wednesday,year,days_since_launch
2014-06-11,30548,13.418144122910393,65.6,75.0,61.0,9.5,0.04,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,345
2014-06-12,29084,12.583449663044975,63.6,75.9,59.0,9.0,0.01,6,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,346
2014-06-13,18308,12.684859988347538,65.7,75.9,59.0,8.4,0.14,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,347
2014-06-14,28417,16.756327198507936,69.6,75.9,62.1,10.1,1.43,6,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,348
2014-06-15,28382,17.317562774528458,67.6,79.0,61.0,10.0,0.0,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,349
2014-06-16,34932,14.268376655597544,72.0,81.0,61.0,5.3,0.0,6,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,350
2014-06-17,35097,14.09637670836064,76.7,88.0,64.0,6.7,0.0,6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,351
2014-06-18,35531,13.559252014672634,83.2,88.0,70.0,11.2,0.0,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,352
2014-06-19,31724,13.661286407766992,74.8,88.0,68.0,5.4,0.0,6,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,353
2014-06-20,34405,16.70432785932277,73.3,80.1,66.0,8.0,0.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,354
2014-06-21,30288,17.230165962317304,70.0,75.9,62.1,8.4,0.0,6,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,355
2014-06-22,29417,16.582756569330666,70.1,77.0,64.0,6.4,0.0,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,356
2014-06-23,32580,13.948640781665642,73.2,82.0,64.0,6.2,0.0,6,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,357
2014-06-24,35897,13.736748196228096,73.5,82.0,66.9,10.8,0.0,6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,358
2014-06-25,34340,13.13611386138614,75.4,84.0,69.1,10.3,0.0,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,359
2014-06-26,34846,13.568823298704777,77.5,86.0,71.1,6.3,0.07,6,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,360
2014-06-27,35823,14.686583572937312,74.5,86.0,68.0,7.5,0.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,361
2014-06-28,28507,16.904747371990503,75.6,87.1,68.0,5.4,0.0,6,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,362
2014-06-29,27986,17.305518235308128,74.9,87.1,69.1,7.5,0.0,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,363
2014-06-30,33597,13.798781637249355,75.8,84.0,69.1,9.0,0.0,6,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,364
2014-07-01,34854,13.23013475258698,79.0,88.0,69.1,10.2,0.0,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,365
2014-07-02,26582,12.60920234243724,81.7,91.0,73.0,10.1,0.0,7,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,366
2014-07-03,27587,13.287443965152669,78.9,91.0,72.0,6.3,0.65,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,367
2014-07-04,13612,15.486074786952685,71.1,89.1,64.9,8.5,0.71,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,368
2014-07-05,22913,18.274830154642927,71.8,82.9,64.9,13.7,0.16,7,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,369
2014-07-06,23822,20.219724764223535,78.2,87.1,64.9,9.5,0.0,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,370
2014-07-07,31863,14.025829331826888,81.3,91.9,69.1,11.4,0.0,7,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,371
2014-07-08,32713,13.311302336481928,83.8,93.0,72.0,10.7,0.18,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,372
2014-07-09,34426,13.330690950638084,79.5,93.0,72.0,10.2,0.0,7,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,373
2014-07-10,36288,13.710673868312758,76.3,88.0,70.0,5.5,0.0,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,374
2014-07-11,35000,14.03066,76.9,84.9,70.0,6.1,0.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,375
2014-07-12,28718,16.70461034891009,77.0,86.0,70.0,7.0,0.0,7,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,376
2014-07-13,24869,15.2591720616028,75.3,86.0,71.1,10.1,0.0,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,377
2014-07-14,25825,12.61809035172636,77.2,84.9,71.1,6.3,0.41,7,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,378
2014-07-15,22963,12.218714163364256,76.3,88.0,72.0,7.0,0.57,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,379
2014-07-16,35391,13.5540791915082,73.8,88.0,68.0,6.4,0.93,7,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,380
2014-07-17,38619,13.71910285955963,75.0,82.9,68.0,4.8,0.0,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,381
2014-07-18,36105,14.457257997507272,74.6,82.9,68.0,6.1,0.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,382
2014-07-19,29291,16.61823256290328,73.1,82.0,68.0,6.0,0.0,7,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,383
2014-07-20,30296,17.056757767802136,71.2,77.0,66.9,9.1,0.0,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,384
2014-07-21,35670,13.678115129427152,74.0,84.0,66.9,4.4,0.0,7,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,385
2014-07-22,36886,13.627777476549364,78.1,87.1,66.9,7.3,0.0,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,386
2014-07-23,34173,13.10947336591266,80.2,89.1,72.0,9.9,0.0,7,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,387
2014-07-24,36693,13.742467682300894,76.8,89.1,73.0,7.9,0.12,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,388
2014-07-25,36384,14.157776770008796,74.6,82.0,66.9,6.9,0.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,389
2014-07-26,27179,16.45138403424213,75.7,82.9,66.9,7.9,0.0,7,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,390
2014-07-27,27004,16.19756579272207,77.5,88.0,71.1,8.5,0.0,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,391
2014-07-28,33189,13.454911265780828,78.2,88.0,70.0,9.4,0.26,7,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,392
2014-07-29,37092,13.568479276753292,70.6,84.0,64.9,11.4,0.0,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,393
2014-07-30,37377,13.556849131819035,72.5,82.9,64.9,6.5,0.0,7,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,394
2014-07-31,35458,13.663461466147742,75.1,82.9,64.9,8.6,0.0,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,395
2014-08-01,32654,13.52699056777118,76.7,86.0,70.0,7.3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,396
2014-08-02,26784,16.543361086220628,71.1,86.0,64.9,8.7,0.34,8,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,397
2014-08-03,25276,16.505556654533944,69.6,75.9,64.9,4.8,0.12,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,398
2014-08-04,33822,13.98557694202984,75.4,84.0,66.0,5.4,0.01,8,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,399
2014-08-05,34392,13.747544002481195,79.7,89.1,71.1,4.4,0.0,8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,400
2014-08-06,36336,13.637403676794362,76.9,89.1,71.1,7.1,0.0,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,401
2014-08-07,36362,13.85248473681316,75.2,84.0,66.9,8.1,0.0,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,402
2014-08-08,34073,14.120054001702227,74.0,82.9,66.0,7.1,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,403
2014-08-09,31636,18.437703354827825,77.5,87.1,66.0,4.0,0.0,8,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,404
2014-08-10,26749,17.214753199496553,78.9,87.1,70.0,4.8,0.0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,405
2014-08-11,33664,13.774130129119142,79.7,87.1,71.1,5.9,0.0,8,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,406
2014-08-12,26261,12.027818818780702,75.5,87.1,72.0,11.1,0.0,8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,407
2014-08-13,27977,13.221852474056073,73.4,86.0,68.0,13.5,0.77,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,408
2014-08-14,35154,14.364689651248792,72.0,86.0,64.0,11.6,0.15,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,409
2014-08-15,32480,13.884582820197046,69.6,79.0,63.0,9.2,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,410
2014-08-16,32017,18.71058344004747,71.7,79.0,63.0,7.1,0.0,8,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,411
2014-08-17,27417,16.750628563786456,74.7,82.9,66.0,7.7,0.0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,412
2014-08-18,34339,14.094628556451845,72.6,82.9,64.0,8.8,0.01,8,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,413
2014-08-19,35367,13.925657156859977,72.5,81.0,64.0,6.9,0.0,8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,414
2014-08-20,35532,14.048568426582612,75.4,84.0,64.9,6.2,0.0,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,415
2014-08-21,33804,13.843160572713288,75.0,84.0,69.1,6.3,0.07,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,416
2014-08-22,30406,13.575098116599792,71.2,81.0,64.0,7.6,1.2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,417
2014-08-23,26429,16.310513703381385,70.1,75.9,66.9,8.2,0.04,8,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,418
2014-08-24,27493,17.628368433176934,72.0,80.1,64.9,6.2,0.0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,419
2014-08-25,32892,13.790671997243503,75.4,86.0,64.9,4.4,0.0,8,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,420
2014-08-26,34519,13.521703989107449,79.0,86.0,68.0,4.6,0.0,8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,421
2014-08-27,33721,13.675883475183616,79.0,89.1,71.1,7.0,0.0,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,422
2014-08-28,33927,13.81991579960896,76.5,89.1,70.0,8.9,0.0,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,423
2014-08-29,31264,14.23113431849198,70.3,80.1,64.0,8.0,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,424
2014-08-30,22689,17.233491265958545,71.7,79.0,64.0,6.7,0.0,8,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,425
2014-08-31,18053,17.046679222289928,77.4,91.9,66.9,9.4,0.0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,426
2014-09-01,23575,19.545633085896085,80.3,91.9,73.0,5.6,0.79,9,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,427
2014-09-02,30507,13.558917079140308,84.3,93.0,75.9,6.8,0.0,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,428
2014-09-03,35535,13.646317714928944,80.2,93.0,73.0,9.6,0.0,9,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,429
2014-09-04,36496,14.082504475376298,78.5,86.0,71.1,6.1,0.0,9,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,430
2014-09-05,34831,14.268615601045047,78.3,86.0,71.1,8.0,0.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,431
2014-09-06,25833,15.771490599878708,80.8,91.0,73.0,8.0,0.0,9,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,432
2014-09-07,29721,17.488032591994436,73.1,91.0,66.0,8.2,0.21,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,433
2014-09-08,34335,14.303210523760988,71.0,80.1,64.9,9.4,0.0,9,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,434
2014-09-09,34518,13.617086737354423,68.1,77.0,64.0,12.5,0.0,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,435
2014-09-10,37653,14.179311520109064,68.5,75.0,62.6,9.3,0.0,9,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,436
2014-09-11,37081,13.377529822101168,73.8,84.0,63.0,9.1,0.0,9,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,437
2014-09-12,37204,15.752581263663403,70.6,84.0,63.0,9.6,0.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,438
2014-09-13,17293,15.207226430733051,65.1,71.1,60.8,10.5,0.0,9,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,439
2014-09-14,28688,17.444886944599364,62.1,71.1,55.0,7.4,0.19,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,440
2014-09-15,35045,14.662093974413846,63.6,73.0,55.0,6.5,0.0,9,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,441
2014-09-16,25633,13.024798762012512,63.9,73.0,55.0,5.6,0.01,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,442
2014-09-17,37453,13.742398027750331,65.9,73.0,57.9,4.3,0.41,9,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,443
2014-09-18,37381,15.109120052076372,67.6,75.0,59.0,4.6,0.0,9,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,444
2014-09-19,34713,13.759263580406955,62.1,75.0,55.0,10.3,0.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,445
2014-09-20,30011,16.831377939200074,65.0,73.9,55.0,9.1,0.0,9,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,446
2014-09-21,26080,16.30760161042945,70.4,77.0,57.9,3.5,0.21,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,447
2014-09-22,33239,13.489832726616331,68.8,77.0,61.0,11.1,0.0,9,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,448
2014-09-23,36347,14.318372447061195,60.9,73.0,54.0,7.0,0.0,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,449
2014-09-24,35481,14.156379940437606,65.0,73.0,54.0,8.1,0.0,9,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,450
2014-09-25,16650,12.309901901901904,62.6,70.0,57.9,13.0,0.02,9,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,451
2014-09-26,35116,14.915348179367427,66.4,77.0,57.9,7.0,0.15,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,452
2014-09-27,30193,18.08473211229976,72.6,82.9,60.1,3.6,0.0,9,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,453
2014-09-28,29021,18.296087890378228,73.4,84.0,64.9,3.2,0.0,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,454
2014-09-29,33161,15.074445382628188,72.7,84.0,64.9,4.1,0.0,9,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,455
2014-09-30,35093,15.192419665840294,69.0,73.9,64.4,6.2,0.0,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,456
2014-10-01,27942,12.342573306611309,63.3,66.2,60.8,8.4,0.04,10,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,457
2014-10-02,34492,14.133840697359773,63.3,68.0,60.1,9.1,0.0,10,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,458
2014-10-03,34944,15.281557158119664,62.4,69.1,57.0,6.8,0.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,459
2014-10-04,13354,14.132470920073889,65.0,71.1,57.0,10.0,0.07,10,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,460
2014-10-05,23456,15.738347686448389,54.2,71.1,46.9,12.2,0.98,10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,461
2014-10-06,31742,13.726223405372483,59.2,71.1,46.9,8.5,0.0,10,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,462
2014-10-07,32892,13.510334833191456,67.1,72.0,51.1,11.4,0.0,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,463
2014-10-08,33607,16.68394828458357,67.6,73.0,64.0,13.5,0.06,10,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,464
2014-10-09,32203,13.67804655880922,64.2,73.0,57.9,12.6,0.03,10,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,465
2014-10-10,30887,14.82013954090718,60.3,69.1,54.0,6.5,0.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,466
2014-10-11,12965,14.296921198097442,56.2,62.1,51.8,6.2,0.13,10,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2014,467
2014-10-12,23394,17.592083440198337,55.1,62.1,48.9,5.3,0.2,10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,468
2014-10-13,22752,13.443484821847166,58.8,66.0,48.9,4.4,0.0,10,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2014,469
2014-10-14,32614,18.747257312810447,67.6,75.9,53.1,8.5,0.03,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2014,470
2014-10-15,28743,13.511033990884732,71.9,78.1,64.0,12.9,0.0,10,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2014,471
2014-10-16,26754,13.5933978719693,69.8,78.1,64.9,11.0,0.72,10,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2014,472
2014-10-17,34132,15.25180475799836,65.8,72.0,61.0,8.7,0.08,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,473
